=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     DSP      May 26 09:58:51 EDT 2026   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                              | Latches | Gates         | Nets   | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     1081 (1081) (0 property flop bits)   0 (0)     43353 (44457)   100500   35      24390       15667           0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[1]     SA0          0             1418   0           52053
[2]     SA1          0             2466   0           51005
[3]     Total        0             3884   0           103058


********************************************************************************************

---[ <SA0> ]---------------------------------------------------------------------
[8715]  MULT_STG.U7476.B2                                         Unknown
[8716]  MULT_STG.U7476.Y                                          Unknown
[8717]  MULT_STG.U7478.A1                                         Unknown
[8718]  MULT_STG.U7478.A2                                         Unknown
[8719]  MULT_STG.U7478.B1                                         Unknown
[8720]  MULT_STG.U7478.B2                                         Unknown
[8721]  MULT_STG.U7478.Y                                          Unknown
[8722]  MULT_STG.U7493.A1                                         Unknown
[8723]  MULT_STG.U7493.A2                                         Unknown
[8724]  MULT_STG.U7493.B1                                         Unknown
[8725]  MULT_STG.U7493.B2                                         Unknown
[8726]  MULT_STG.U7493.Y                                          Unknown
[8727]  MULT_STG.U7524.A1                                         Unknown
[8728]  MULT_STG.U7524.A2                                         Unknown
[8729]  MULT_STG.U7524.B1                                         Unknown
[8730]  MULT_STG.U7524.B2                                         Unknown
[8731]  MULT_STG.U7524.Y                                          Unknown
[8732]  MULT_STG.U7530.A1                                         Unknown
[8733]  MULT_STG.U7530.A2                                         Unknown
[8734]  MULT_STG.U7530.B1                                         Unknown
[8735]  MULT_STG.U7530.B2                                         Unknown
[8736]  MULT_STG.U7530.Y                                          Unknown
[8737]  MULT_STG.U7538.A1                                         Unknown
[8738]  MULT_STG.U7538.A2                                         Unknown
[8739]  MULT_STG.U7538.B1                                         Unknown
[8740]  MULT_STG.U7538.B2                                         Unknown
[8741]  MULT_STG.U7538.Y                                          Unknown
[8742]  MULT_STG.U7550.A1                                         Unknown
[8743]  MULT_STG.U7550.A2                                         Unknown
[8744]  MULT_STG.U7550.B1                                         Unknown
[8745]  MULT_STG.U7550.B2                                         Unknown
[8746]  MULT_STG.U7550.Y                                          Unknown
[8747]  MULT_STG.U7568.A1                                         Unknown
[8748]  MULT_STG.U7568.A2                                         Unknown
[8749]  MULT_STG.U7568.B1                                         Unknown
[8750]  MULT_STG.U7568.B2                                         Unknown
[8751]  MULT_STG.U7568.Y                                          Unknown
[8752]  MULT_STG.U7571.A1                                         Unknown
[8753]  MULT_STG.U7571.A2                                         Unknown
[8754]  MULT_STG.U7571.B1                                         Unknown
[8755]  MULT_STG.U7571.B2                                         Unknown
[8756]  MULT_STG.U7571.Y                                          Unknown
[8757]  MULT_STG.U7589.A1                                         Unknown
[8758]  MULT_STG.U7589.A2                                         Unknown
[8759]  MULT_STG.U7589.B1                                         Unknown
[8760]  MULT_STG.U7589.B2                                         Unknown
[8761]  MULT_STG.U7589.Y                                          Unknown
[8762]  MULT_STG.U7592.A1                                         Unknown
[8763]  MULT_STG.U7592.A2                                         Unknown
[8764]  MULT_STG.U7592.B1                                         Unknown
[8765]  MULT_STG.U7592.B2                                         Unknown
[8766]  MULT_STG.U7592.Y                                          Unknown
[8767]  MULT_STG.U7595.A1                                         Unknown
[8768]  MULT_STG.U7595.A2                                         Unknown
[8769]  MULT_STG.U7595.B1                                         Unknown
[8770]  MULT_STG.U7595.B2                                         Unknown
[8771]  MULT_STG.U7595.Y                                          Unknown
[8772]  MULT_STG.U7597.A1                                         Unknown
[8773]  MULT_STG.U7597.A2                                         Unknown
[8774]  MULT_STG.U7597.B1                                         Unknown
[8775]  MULT_STG.U7597.B2                                         Unknown
[8776]  MULT_STG.U7597.Y                                          Unknown
[8777]  MULT_STG.U7601.A1                                         Unknown
[8778]  MULT_STG.U7601.A2                                         Unknown
[8779]  MULT_STG.U7601.B1                                         Unknown
[8780]  MULT_STG.U7601.B2                                         Unknown
[8781]  MULT_STG.U7601.Y                                          Unknown
[8782]  MULT_STG.U7603.A1                                         Unknown
[8783]  MULT_STG.U7603.A2                                         Unknown
[8784]  MULT_STG.U7603.B1                                         Unknown
[8785]  MULT_STG.U7603.B2                                         Unknown
[8786]  MULT_STG.U7603.Y                                          Unknown
[8787]  MULT_STG.U7605.A1                                         Unknown
[8788]  MULT_STG.U7605.A2                                         Unknown
[8789]  MULT_STG.U7605.B1                                         Unknown
[8790]  MULT_STG.U7605.B2                                         Unknown
[8791]  MULT_STG.U7605.Y                                          Unknown
[8792]  MULT_STG.U7608.A1                                         Unknown
[8793]  MULT_STG.U7608.A2                                         Unknown
[8794]  MULT_STG.U7608.B1                                         Unknown
[8795]  MULT_STG.U7608.B2                                         Unknown
[8796]  MULT_STG.U7608.Y                                          Unknown
[8797]  MULT_STG.U7611.A1                                         Unknown
[8798]  MULT_STG.U7611.A2                                         Unknown
[8799]  MULT_STG.U7611.B1                                         Unknown
[8800]  MULT_STG.U7611.B2                                         Unknown
[8801]  MULT_STG.U7611.Y                                          Unknown
[8802]  MULT_STG.U7613.A1                                         Unknown
[8803]  MULT_STG.U7613.A2                                         Unknown
[8804]  MULT_STG.U7613.B1                                         Unknown
[8805]  MULT_STG.U7613.B2                                         Unknown
[8806]  MULT_STG.U7613.Y                                          Unknown
