=====================================================
  JasperGold FSV App - Faults Classification Report  
=====================================================

---[ <Report Information> ]-----------------------------------
--------------------------------------------------------------
 Num  | module | created date             | filter            
--------------------------------------------------------------
[1]     DSP      Jun 05 05:29:06 EDT 2026   Types: (SA0, SA1)


********************************************************************************************

---[ <DESIGN INFORMATION> ]------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Num  | Flops                              | Latches | Gates         | Nets   | Ports | RTL Lines | RTL Instances | Embedded Assumptions | Embedded Assertions | Embedded Covers 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[1]     1854 (1854) (0 property flop bits)   0 (0)     78854 (80805)   182896   35      44206       28722           0                      0                     0


********************************************************************************************

---[ <FAULTS CLASSIFICATION SUMMARY> ]------------------------
--------------------------------------------------------------
 Num  | Fault Type | Unprocessed | Safe | Dangerous | Unknown 
--------------------------------------------------------------
[1]     SA0          0             2048   0           96452
[2]     SA1          0             3978   0           94522
[3]     Total        0             6026   0           190974


********************************************************************************************

---[ <SA0> ]----------------------------------------------------------------------
[97633]  MULT_STG.U15866.X                                          Unknown
[97634]  MULT_STG.U15875.A                                          Unknown
[97635]  MULT_STG.U15875.B                                          Unknown
[97636]  MULT_STG.U15875.X                                          Unknown
[97637]  MULT_STG.U15885.A                                          Unknown
[97638]  MULT_STG.U15885.B                                          Unknown
[97639]  MULT_STG.U15885.X                                          Unknown
[97640]  MULT_STG.U15894.A                                          Unknown
[97641]  MULT_STG.U15894.B                                          Unknown
[97642]  MULT_STG.U15894.X                                          Unknown
[97643]  MULT_STG.U15903.A                                          Unknown
[97644]  MULT_STG.U15903.B                                          Unknown
[97645]  MULT_STG.U15903.X                                          Unknown
[97646]  MULT_STG.U15949.A                                          Unknown
[97647]  MULT_STG.U15949.B                                          Unknown
[97648]  MULT_STG.U15949.X                                          Unknown
[97649]  MULT_STG.U16129.A                                          Unknown
[97650]  MULT_STG.U16129.B                                          Unknown
[97651]  MULT_STG.U16129.X                                          Unknown
[97652]  MULT_STG.U16138.A                                          Unknown
[97653]  MULT_STG.U16138.B                                          Unknown
[97654]  MULT_STG.U16138.X                                          Unknown
[97655]  MULT_STG.U16148.A                                          Unknown
[97656]  MULT_STG.U16148.B                                          Unknown
[97657]  MULT_STG.U16148.X                                          Unknown
[97658]  MULT_STG.U16157.A                                          Unknown
[97659]  MULT_STG.U16157.B                                          Unknown
[97660]  MULT_STG.U16157.X                                          Unknown
[97661]  MULT_STG.U16166.A                                          Unknown
[97662]  MULT_STG.U16166.B                                          Unknown
[97663]  MULT_STG.U16166.X                                          Unknown
[97664]  MULT_STG.U16176.A                                          Unknown
[97665]  MULT_STG.U16176.B                                          Unknown
[97666]  MULT_STG.U16176.X                                          Unknown
[97667]  MULT_STG.U16186.A                                          Unknown
[97668]  MULT_STG.U16186.B                                          Unknown
[97669]  MULT_STG.U16186.X                                          Unknown
[97670]  MULT_STG.U16195.A                                          Unknown
[97671]  MULT_STG.U16195.B                                          Unknown
[97672]  MULT_STG.U16195.X                                          Unknown
[97673]  MULT_STG.U16204.A                                          Unknown
[97674]  MULT_STG.U16204.B                                          Unknown
[97675]  MULT_STG.U16204.X                                          Unknown
[97676]  MULT_STG.U16213.A                                          Unknown
[97677]  MULT_STG.U16213.B                                          Unknown
[97678]  MULT_STG.U16213.X                                          Unknown
[97679]  MULT_STG.U16258.A                                          Unknown
[97680]  MULT_STG.U16258.B                                          Unknown
[97681]  MULT_STG.U16258.X                                          Unknown
[97682]  MULT_STG.U16432.A                                          Unknown
[97683]  MULT_STG.U16432.B                                          Unknown
[97684]  MULT_STG.U16432.X                                          Unknown
[97685]  MULT_STG.U16441.A                                          Unknown
[97686]  MULT_STG.U16441.B                                          Unknown
[97687]  MULT_STG.U16441.X                                          Unknown
[97688]  MULT_STG.U16450.A                                          Unknown
